product_name,variant_name,variant_price,variant_sku,variant_stock,parent,Favourite,Product Description,Short Description,Information,Variant Header 1,Variant Header 2,Variant Header 3,Variant Header 4,discount code,GroupName,Sort,Image,category_name,sub_category_name,child_level_1,child_level_2,child_level_3,child_level_4,child_level_5
GS-FBSPORX90,,,,,,,,Female British Standard Parallel Pipe O-Ring Swivel - 90° Bent Tube,,BSPP F,Hose ID,Drop Length mm,Cut Off Factor mm,,,10900,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312537_1709547651_1709546705_GS-FBSPORX90.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , BSP GlobalSpiral Two Piece Tails,,
,5/8 BSPP Female X 5/8 90 Hose Tail,POA,10FBSPORX90-10GS,0,GS-FBSPORX90,,,,,5/8–14,8-May,48.3,62.2,,0,10-Oct,,,,,,,,
,3/4 BSPP Female X 3/4 90° Hose Tail,77.88,12FBSPORX90-12GS,20,GS-FBSPORX90,,,,,3/4–14,4-Mar,60,73.2,,14,12-Dec,,,,,,,,
,1 BSPP Female X 1 90° Hose Tail,127.04,16FBSPORX90-16GS,12,GS-FBSPORX90,,,,,1–11,1,70.1,91.2,,14,16 - 16,,,,,,,,
,1 1/4 BSPP Female X 1 1/4 90° Hose Tail,250.17,20FBSPORX90-20GS,4,GS-FBSPORX90,,,,,1 1/4–11,1 1/4,80,109.5,,14,20 - 20,,,,,,,,
,3/8 BSPP Female X 3/8 90° Hose Tail,34.33,6FBSPORX90-6GS,0,GS-FBSPORX90,,,,,3/8–19,8-Mar,32,42.2,,14,6-Jun,,,,,,,,
,1/2 BSPP Female X 1/2 90° Hose Tail,34.86,8FBSPORX90-8GS,11,GS-FBSPORX90,,,,,1/2–14,2-Jan,37.6,50.6,,14,8-Aug,,,,,,,,
GS-FDHORX,,,,,,,,Female DIN 24° Cone Swivel - Heavy Series with O-Ring,,MDH F,Hose ID,,Cut Off Factor mm,,,11000,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312538_1709547653_1709546705_GS-FDHORX.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , Metric GlobalSpiral Two Piece Tails,,
,M18X1.5 MDH Female X 3/8 Straight Hose Tail,POA,10FDHORX-6GS,0,GS-FDHORX,,,,,M18X1.5,8-Mar,,35.8,,0,6-Oct,,,,,,,,
,M20X1.5 MDH Female X 3/8 Straight Hose Tail,POA,12FDHORX-6GS,0,GS-FDHORX,,,,,M20X1.5,8-Mar,,37.1,,0,6-Dec,,,,,,,,
,M20X1.5 MDH Female X 1/2 Straight Hose Tail,POA,12FDHORX-8GS,0,GS-FDHORX,,,,,M20X1.5,2-Jan,,38.9,,0,8-Dec,,,,,,,,
,M22X1.5 MDH Female X 3/8 Straight Hose Tail,POA,14FDHORX-6GS,0,GS-FDHORX,,,,,M22X1.5,8-Mar,,39.6,,0,14 - 06,,,,,,,,
,M22X1.5 MDH Female X 1/2 Straight Hose Tail,POA,14FDHORX-8GS,0,GS-FDHORX,,,,,M22X1.5,2-Jan,,38.9,,0,14 - 08,,,,,,,,
,M24X1.5 MDH Female X 1/2 Straight Hose Tail,28.59,16FDHORX-8GS,10,GS-FDHORX,,,,,M24X1.5,2-Jan,,41.4,,14,16 - 08,,,,,,,,
,M30X2.0 MDH Female X 5/8 Straight Hose Tail,42.69,20FDHORX-10GS,9,GS-FDHORX,,,,,M30X2.0,8-May,,49.9,,14,20 - 10,,,,,,,,
,M30X2.0 MDH Female X 3/4 Straight Hose Tail,74.33,20FDHORX-12GS,12,GS-FDHORX,,,,,M30X2.0,4-Mar,,52.1,,14,20 - 12,,,,,,,,
,M30X2.0 MDH Female X 1/2 Straight Hose Tail,POA,20FDHORX-8GS,0,GS-FDHORX,,,,,M30X2.0,2-Jan,,49.9,,0,20 - 08,,,,,,,,
,M36X2.0 MDH Female X 5/8 Straight Hose Tail,POA,25FDHORX-10GS,0,GS-FDHORX,,,,,M36X2.0,8-May,,53.6,,0,25 - 10,,,,,,,,
,M36X2.0 MDH Female X 3/4 Straight Hose Tail,52.99,25FDHORX-12GS,10,GS-FDHORX,,,,,M36X2.0,4-Mar,,56.4,,14,25 - 12,,,,,,,,
,M36X2.0 MDH Female X 1 Straight Hose Tail,74.61,25FDHORX-16GS,30,GS-FDHORX,,,,,M36X2.0,1,,59.7,,14,25 - 16,,,,,,,,
,M42X2.0 MDH Female X 1 Straight Hose Tail,75.13,30FDHORX-16GS,21,GS-FDHORX,,,,,M42X2.0,1,,61.7,,14,30 - 16,,,,,,,,
,M52X2.0 MDH Female X 1 Straight Hose Tail,POA,38FDHORX-16GS,0,GS-FDHORX,,,,,M52X2.0,1,,55.1,,0,38 - 16,,,,,,,,
,M52X2.0 MDH Female X 1 1/4 Straight Hose Tail,139.19,38FDHORX-20GS,10,GS-FDHORX,,,,,M52X2.0,1 1/4,,73.9,,14,38 - 20,,,,,,,,
GS-FDHORX45,,,,,,,,Female DIN 24° Cone Swivel - Heavy Series with O-Ring - 45° Bent Tube,,MDH F,Hose ID,Drop Length mm,Cut Off Factor mm,,,11010,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312538_1709547654_1709546705_GS-FDHORX45.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , Metric GlobalSpiral Two Piece Tails,,
,M20X1.5 MDH Female X 3/8 45° Hose Tail,POA,12FDHORX45-6GS,0,GS-FDHORX45,,,,,M20X1.5,8-Mar,72.9,35.8,,0,6-Dec,,,,,,,,
,M22X1.5 MDH Female X 3/8 45° Hose Tail,POA,14FDHORX45-6GS,0,GS-FDHORX45,,,,,M22X1.5,8-Mar,75.4,37.1,,0,14 - 06,,,,,,,,
,M24X1.5 MDH Female X 1/2 45° Hose Tail,POA,16FDHORX45-8GS,0,GS-FDHORX45,,,,,M24X1.5,2-Jan,21.6,56.6,,0,16 - 08,,,,,,,,
,M30X2.0 MDH Female X 5/8 45 Hose Tail,86.61,20FDHORX45-10GS,10,GS-FDHORX45,,,,,M30X2.0,8-May,24.9,71.4,,14,20 - 10,,,,,,,,
,M30X2.0 MDH Female X 3/4 45° Hose Tail,204.49,20FDHORX45-12GS,14,GS-FDHORX45,,,,,M30X2.0,4-Mar,29.7,110,,14,20 - 12,,,,,,,,
,M36X2.0 MDH Female X 3/4 45° Hose Tail,197.88,25FDHORX45M-12GS,6,GS-FDHORX45,,,,,M36X2.0,4-Mar,31.2,86.4,,14,25 - 12,,,,,,,,
,M36X2.0 MDH Female X 1 45° Hose Tail,POA,25FDHORX45M-16GS,0,GS-FDHORX45,,,,,M36X2.0,1,35.1,42.2,,0,25 - 16,,,,,,,,
,M42X2.0 MDH Female X 1 45° Hose Tail,POA,30FDHORX45-16GS,0,GS-FDHORX45,,,,,M42X2.0,1,35.1,103.4,,0,30 - 16,,,,,,,,
,M52X2.0 MDH Female X 1 1/4 45° Hose Tail,POA,38FDHORX45M-20GS,0,GS-FDHORX45,,,,,M52X2.0,1 1/4,42.4,125,,0,38 - 20,,,,,,,,
GS-FDHORX90,,,,,,,,Female DIN 24° Cone Swivel - Heavy Series with O-Ring - 90° Bent Tube,,MDH F,Hose ID,Drop Length mm,Cut Off Factor mm,,,11020,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312539_1709547654_1709546706_GS-FDHORX90.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , Metric GlobalSpiral Two Piece Tails,,
,M20X1.5 MDH Female X 3/8 90° Hose Tail,POA,12FDHORX90-6GS,0,GS-FDHORX90,,,,,M20X1.5,8-Mar,36.8,37.1,,0,6-Dec,,,,,,,,
,M22X1.5 MDH Female X 3/8 90° Hose Tail,POA,14FDHORX90-6GS,0,GS-FDHORX90,,,,,M22X1.5,8-Mar,39.9,42.2,,0,14 - 06,,,,,,,,
,M24X1.5 MDH Female X 1/2 90° Hose Tail,POA,16FDHORX90M-8GS,0,GS-FDHORX90,,,,,M24X1.5,2-Jan,43.9,48.5,,0,16 - 08,,,,,,,,
,M30X2.0 MDH Female X 3/8 90 Hose Tail,89.11,20FDHORX90-10GS,9,GS-FDHORX90,,,,,M30X2.0,8-May,51,46.6,,14,20 - 10,,,,,,,,
,M30X2.0 MDH Female X 3/4 90° Hose Tail,83.62,20FDHORX90-12GS,17,GS-FDHORX90,,,,,M30X2.0,4-Mar,62,72.4,,14,20 - 12,,,,,,,,
,M30X2.0 MDH Female X 5/8 90 Hose Tail,POA,20FDHORX90M-10GS,0,GS-FDHORX90,,,,,M30X2.0,8-May,51.1,62.2,,0,20 - 10,,,,,,,,
,M36X2.0 MDH Female X 1 90° Hose Tail,242.75,25FDHORX90-16GS,20,GS-FDHORX90,,,,,M36X2.0,1,76,94.5,,14,25 - 16,,,,,,,,
,M36X2.0 MDH Female X 3/4 90° Hose Tail,POA,25FDHORX90M-12GS,0,GS-FDHORX90,,,,,M36X2.0,4-Mar,64,72.4,,0,25 - 12,,,,,,,,
,M42X2.0 MDH Female X 1 90° Hose Tail,POA,30FDHORX90M-16GS,0,GS-FDHORX90,,,,,M42X2.0,1,76,91.2,,0,30 - 16,,,,,,,,
,M52X2.0 MDH Female X 1 1/4 90° Hose Tail,POA,38FDHORX90M-20GS,0,GS-FDHORX90,,,,,M52X2.0,1 1/4,87.1,109.5,,0,38 - 20,,,,,,,,
GS-FDLORX,,,,,,,,Female DIN 24° Cone Swivel - Light Series with O-Ring,,MDL F,Hose ID,,Cut Off Factor mm,,,10960,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312537_1709547652_1709546706_GS-FDLORX.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , Metric GlobalSpiral Two Piece Tails,,
,M18X1.5 MDL Female X 3/8 Straight Hose Tail,POA,12FDLORX-6GS,0,GS-FDLORX,,,,,M18X1.5,8-Mar,,37.1,,0,6-Dec,,,,,,,,
,M22X1.5 MDL Female X 1/2 Straight Hose Tail,POA,15FDLORX-8GS,0,GS-FDLORX,,,,,M22X1.5,2-Jan,,35.6,,0,15 - 08,,,,,,,,
,M26X1.5 MDL Female X 5/8 Straight Hose Tail,40.34,18FDLORX-10GS,20,GS-FDLORX,,,,,M26X1.5,8-May,,41.4,,14,18 - 10,,,,,,,,
,M30X2.0 MDL Female X 3/4 Straight Hose Tail,POA,22FDLORX-12GS,0,GS-FDLORX,,,,,M30X2.0,4-Mar,,46,,0,22 - 12,,,,,,,,
,M36X2.0 MDL Female X 3/4 Straight Hose Tail,POA,28FDLORX-12GS,0,GS-FDLORX,,,,,M36X2.0,4-Mar,,48.1,,0,28 - 12,,,,,,,,
,M36X2.0 MDL Female X 1 Straight Hose Tail,118.99,28FDLORX-16GS,18,GS-FDLORX,,,,,M36X2.0,1,,48.5,,14,28 - 16,,,,,,,,
,M45X2.0 MDL Female X 1 1/4 Straight Hose Tail,POA,35FDLORX-20GS,0,GS-FDLORX,,,,,M45X2.0,1 1/4,,61.2,,0,35 - 20,,,,,,,,
GS-FDLORX45,,,,,,,,Female DIN 24° Cone Swivel - Light Series with O-Ring - 45° Bent Tube,,MDL F,Hose ID,Drop Length mm,Cut Off Factor mm,,,10970,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312538_1709547652_1709546707_GS-FDLORX45.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , Metric GlobalSpiral Two Piece Tails,,
,M22X1.5 MDL Female X 1/2 45° Hose Tail,POA,15FDLORX45-8GS,0,GS-FDLORX45,,,,,M22X1.5,2-Jan,20.1,57.2,,0,15 - 08,,,,,,,,
,M30X2.0 MDL Female X 3/4 45° Hose Tail,POA,22FDLORX45-12GS,0,GS-FDLORX45,,,,,M30X2.0,4-Mar,29.7,84.8,,0,22 - 12,,,,,,,,
,M36X2.0 MDL Female X 1 45° Hose Tail,POA,28FDLORX45-16GS,0,GS-FDLORX45,,,,,M36X2.0,1,30.7,99.1,,0,28 - 16,,,,,,,,
GS-FDLORX90,,,,,,,,Female DIN 24° Cone Swivel - Light Series with O-Ring - 90° Bent Tube,,MDL F,Hose ID,Drop Length mm,Cut Off Factor mm,,,10980,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312538_1709547652_1709546707_GS-FDLORX90.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , Metric GlobalSpiral Two Piece Tails,,
,M18X1.5 MDL Female X 3/8 90° Hose Tail,POA,12FDLORX90-6GS,0,GS-FDLORX90,,,,,M18X1.5,8-Mar,36.8,42.2,,0,6-Dec,,,,,,,,
,M22X1.5 MDL Female X 1/2 90° Hose Tail,POA,15FDLORX90-8GS,0,GS-FDLORX90,,,,,M22X1.5,2-Jan,41.9,50.3,,0,15 - 08,,,,,,,,
,M26X1.5 MDL Female X 5/8 90 Hose Tail,POA,18FDLORX90-10GS,0,GS-FDLORX90,,,,,M26X1.5,8-May,51.6,63.3,,0,18 - 10,,,,,,,,
,M30X2.0 MDL Female X 3/4 90° Hose Tail,POA,22FDLORX90M-12GS,0,GS-FDLORX90,,,,,M30X2.0,4-Mar,62,72.6,,0,22 - 12,,,,,,,,
,M36X2.0 MDL Female X 1 90° Hose Tail,POA,28FDLORX90M-16GS,0,GS-FDLORX90,,,,,M36X2.0,1,70.1,68.8,,0,28 - 16,,,,,,,,
GS-FFORX,,,,,,,,Female Flat-Face O-Ring Swivel,,ORFS F,Hose ID,,Cut Off Factor mm,,,11060,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312539_1709547655_1709546707_GS-FFORX.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , ORFs GlobalSpiral Two Piece Tails,,
,1 ORFS Female X 5/8 Straight Hose Tail,84.12,10FFORX-10GS,116,GS-FFORX,,,,,1–14,8-May,,43.7,,14,10-Oct,,,,,,,,
,1 ORFS Female X 3/4 Straight Hose Tail,64.81,10FFORX-12GS,10,GS-FFORX,,,,,1–14,4-Mar,,46,,14,12-Oct,,,,,,,,
,1 ORFS Female X 1/2 Straight Hose Tail,42.3,10FFORX-8GS,8,GS-FFORX,,,,,1–14,2-Jan,,40.4,,14,8-Oct,,,,,,,,
,1 3/16 ORFS Female X 5/8 Straight Hose Tail,135.75,12FFORX-10GS,5,GS-FFORX,,,,,1 3/16–12,8-May,,44.7,,14,10-Dec,,,,,,,,
,1 3/16 ORFS Female X 3/4 Straight Hose Tail,59.13,12FFORX-12GS,1,GS-FFORX,,,,,1 3/16–12,4-Mar,,48.1,,14,12-Dec,,,,,,,,
,1 3/16 ORFS Female X 1 Straight Hose Tail,182.22,12FFORX-16GS,6,GS-FFORX,,,,,1 3/16–12,1,,74.2,,14,16-Dec,,,,,,,,
,1 3/16 ORFS Female X 1/2 Straight Hose Tail,108.04,12FFORX-8GS,4,GS-FFORX,,,,,1 3/16–12,2-Jan,,41.4,,14,8-Dec,,,,,,,,
,1 7/16 ORFS Female X 3/4 Straight Hose Tail,68.49,16FFORX-12GS,6,GS-FFORX,,,,,1 7/16–12,4-Mar,,52.1,,14,16 - 12,,,,,,,,
,1 7/16 ORFS Female X 1 Straight Hose Tail,72.61,16FFORX-16GS,19,GS-FFORX,,,,,1 7/16–12,1,,54.4,,14,16 - 16,,,,,,,,
,1 11/16 ORFS Female X 3/4 Straight Hose Tail,POA,20FFORX-12GS,0,GS-FFORX,,,,,1 11/16–12,4-Mar,,48.3,,0,20 - 12,,,,,,,,
,1 11/16 ORFS Female X 1 Straight Hose Tail,104.04,20FFORX-16GS,8,GS-FFORX,,,,,1 11/16–12,1,,54.4,,14,20 - 16,,,,,,,,
,1 11/16 ORFS Female X 1 1/4 Straight Hose Tail,121.99,20FFORX-20GS,1,GS-FFORX,,,,,1 11/16–12,1 1/4,,56.9,,14,20 - 20,,,,,,,,
,11/16 ORFS Female X 3/8 Straight Hose Tail,28.5,6FFORX-6GS,74,GS-FFORX,,,,,11/16–16,8-Mar,,33.3,,14,6-Jun,,,,,,,,
,13/16 ORFS Female X 3/8 Straight Hose Tail,50.93,8FFORX-6GS,20,GS-FFORX,,,,,13/16–16,8-Mar,,36.3,,14,6-Aug,,,,,,,,
,13/16 ORFS Female X 1/2 Straight Hose Tail,23.99,8FFORX-8GS,186,GS-FFORX,,,,,13/16–16,2-Jan,,35.6,,14,8-Aug,,,,,,,,
GS-FFORX45,,,,,,,,Female Flat-Face O-Ring Swivel - 45° Bent Tube,,ORFS F,Hose ID,Drop Length mm,Cut Off Factor mm,,,11070,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312540_1709547656_1709546708_GS-FFORX45.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , ORFs GlobalSpiral Two Piece Tails,,
,1 ORFS Female X 5/8 45 Hose Tail,86,10FFORX45S-10GS,101,GS-FFORX45,,,,,1–14,8-May,16,60.7,,14,10-Oct,,,,,,,,
,1 ORFS Female X 1/2 45° Hose Tail,188.09,10FFORX45S-8GS,2,GS-FFORX45,,,,,1–14,2-Jan,16,61.5,,14,8-Oct,,,,,,,,
,1 3/16 ORFS Female X 3/4 45° Hose Tail,74.55,12FFORX45S-12GS,14,GS-FFORX45,,,,,1 3/16–12,4-Mar,21.1,73.9,,14,12-Dec,,,,,,,,
,1 3/16 ORFS Female X 1/2 45° Hose Tail,POA,12FFORX45S-8GS,0,GS-FFORX45,,,,,1 3/16–12,2-Jan,21.1,77.5,,0,8-Dec,,,,,,,,
,1 7/16 ORFS Female X 3/4 45° Hose Tail,163.64,16FFORX45S-12GS,2,GS-FFORX45,,,,,1 7/16–12,4-Mar,23.9,86.1,,14,16 - 12,,,,,,,,
,1 7/16 ORFS Female X 1 45° Hose Tail,171.22,16FFORX45S-16GS,28,GS-FFORX45,,,,,1 7/16–12,1,23.9,87.9,,14,16 - 16,,,,,,,,
,1 11/16 ORFS Female X 1 1/4 45° Hose Tail,202.04,20FFORX45-032-20GS,56,GS-FFORX45,,,,,1 11/16–12,1 1/4,32,109,,14,20 - 20,,,,,,,,
,1 11/16 ORFS Female X 1 45° Hose Tail,POA,20FFORX45S-16GS,0,GS-FFORX45,,,,,1 11/16–12,1,24.9,107.7,,0,20 - 16,,,,,,,,
,11/16 ORFS Female X 3/8 45° Hose Tail,77.03,6FFORX45S-6GS,123,GS-FFORX45,,,,,11/16–16,8-Mar,11,46.2,,14,6-Jun,,,,,,,,
,13/16 ORFS Female X 3/8 45° Hose Tail,79.13,8FFORX45S-6GS,11,GS-FFORX45,,,,,13/16–16,8-Mar,15,57.2,,14,6-Aug,,,,,,,,
,13/16 ORFS Female X 1/2 45° Hose Tail,70.28,8FFORX45S-8GS,90,GS-FFORX45,,,,,13/16–16,2-Jan,15,56.4,,14,8-Aug,,,,,,,,
GS-FFORX90,,,,,,,,Female Flat-Face O-Ring Swivel - 90° Bent Tube,,ORFS F,Hose ID,Drop Length mm,Cut Off Factor mm,,,11080,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312540_1709547656_1709546708_GS-FFORX90.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , ORFs GlobalSpiral Two Piece Tails,,
,1 ORFS Female X 5/8 90 Hose Tail,220.53,10FFORX90L-10GS,4,GS-FFORX90,,,,,1–14,8-May,70.1,62,,14,10/10/2003,,,,,,,,
,1 ORFS Female X 1/2 90° Hose Tail,POA,10FFORX90L-8GS,0,GS-FFORX90,,,,,1–14,2-Jan,70.1,63.5,,0,10/8/2003,,,,,,,,
,1 ORFS Female X 5/8 90 Hose Tail,138.78,10FFORX90M-10GS,35,GS-FFORX90,,,,,1–14,8-May,47,55.9,,14,10/10/2002,,,,,,,,
,1 ORFS Female X 1/2 90° Hose Tail,90.78,10FFORX90M-8GS,5,GS-FFORX90,,,,,1–14,2-Jan,47,63.5,,14,10/8/2002,,,,,,,,
,1 ORFS Female X 5/8 90 Hose Tail,93.62,10FFORX90S-10GS,1,GS-FFORX90,,,,,1–14,8-May,32,56.4,,14,10/10/2001,,,,,,,,
,1 ORFS Female X 3/4 90° Hose Tail,129.34,10FFORX90S-12GS,4,GS-FFORX90,,,,,1–14,4-Mar,32,59.9,,14,10/12/2001,,,,,,,,
,1 ORFS Female X 1/2 90° Hose Tail,POA,10FFORX90S-8GS,0,GS-FFORX90,,,,,1–14,2-Jan,32,63.5,,0,10/8/2001,,,,,,,,
,1 3/16 ORFS Female X 3/4 90° Hose Tail,210.46,12FFORX90L-12GS,8,GS-FFORX90,,,,,1 3/16–12,4-Mar,96,77,,14,12/12/2003,,,,,,,,
,1 3/16 ORFS Female X 3/4 90° Hose Tail,57.81,12FFORX90M-12GS,18,GS-FFORX90,,,,,1 3/16–12,4-Mar,57.9,77,,14,12/12/2002,,,,,,,,
,1 3/16 ORFS Female X 5/8 90 Hose Tail,POA,12FFORX90S-10GS,0,GS-FFORX90,,,,,1 3/16–12,8-May,32,69.6,,0,12/10/2001,,,,,,,,
,1 3/16 ORFS Female X 3/4 90° Hose Tail,151.01,12FFORX90S-12GS,7,GS-FFORX90,,,,,1 3/16–12,4-Mar,48,77,,14,12/12/2001,,,,,,,,
,1 3/16 ORFS Female X 1/2 90° Hose Tail,POA,12FFORX90S-8GS,0,GS-FFORX90,,,,,1 3/16–12,2-Jan,48,69.6,,0,12/8/2001,,,,,,,,
,1 7/16 ORFS Female X 3/4 90° Hose Tail,POA,16FFORX90L-12GS,0,GS-FFORX90,,,,,1 7/16–12,4-Mar,114.1,86.1,,0,16 - 12-03,,,,,,,,
,1 7/16 ORFS Female X 1 90° Hose Tail,175.41,16FFORX90L-16GS,12,GS-FFORX90,,,,,1 7/16–12,1,114.1,87.6,,14,16 - 16-03,,,,,,,,
,1 7/16 ORFS Female X 3/4 90° Hose Tail,136.63,16FFORX90M-12GS,5,GS-FFORX90,,,,,1 7/16–12,4-Mar,71.1,86.1,,14,16 - 12-02,,,,,,,,
,1 7/16 ORFS Female X 1 90° Hose Tail,206.32,16FFORX90M-16GS,30,GS-FFORX90,,,,,1 7/16–12,1,71.1,87.6,,14,16 - 16-02,,,,,,,,
,1 7/16 ORFS Female X 3/4 90° Hose Tail,POA,16FFORX90S-12GS,0,GS-FFORX90,,,,,1 7/16–12,4-Mar,55.9,86.1,,0,16 - 12-01,,,,,,,,
,1 7/16 ORFS Female X 1 90° Hose Tail,193.45,16FFORX90S-16GS,20,GS-FFORX90,,,,,1 7/16–12,1,55.9,87.6,,14,16 - 16-01,,,,,,,,
,1 11/16 ORFS Female X 1 90° Hose Tail,POA,20FFORX90L-16GS,0,GS-FFORX90,,,,,1 11/16–12,1,129,97.3,,0,20 - 16-03,,,,,,,,
,1 11/16 ORFS Female X 1 1/4 90° Hose Tail,293.34,20FFORX90L-20GS,4,GS-FFORX90,,,,,1 11/16–12,1 1/4,129,100.8,,14,20 - 20-03,,,,,,,,
,1 11/16 ORFS Female X 1 90° Hose Tail,POA,20FFORX90M-16GS,0,GS-FFORX90,,,,,1 11/16–12,1,78,97.3,,0,20 - 16-02,,,,,,,,
,1 11/16 ORFS Female X 1 1/4 90° Hose Tail,203.71,20FFORX90M-20GS,6,GS-FFORX90,,,,,1 11/16–12,1 1/4,78,100.8,,14,20 - 20-02,,,,,,,,
,1 11/16 ORFS Female X 1 90° Hose Tail,POA,20FFORX90S-16GS,0,GS-FFORX90,,,,,1 11/16–12,1,64,97.5,,0,20 - 16-01,,,,,,,,
,1 11/16 ORFS Female X 1 1/4 90° Hose Tail,164.57,20FFORX90S-20GS,6,GS-FFORX90,,,,,1 11/16–12,1 1/4,64,100.8,,14,20 - 20-01,,,,,,,,
,2 ORFS Female X 1 1/4 90° Hose Tail,POA,24FFORX90-064-20GS,0,GS-FFORX90,,,,,2–12,1 1/4,64,100.8,,0,24 - 20-02,,,,,,,,
,11/16 ORFS Female X 3/8 90° Hose Tail,POA,6FFORX90L-6GS,0,GS-FFORX90,,,,,11/16–16,8-Mar,54.1,49.3,,0,6/6/2003,,,,,,,,
,11/16 ORFS Female X 3/8 90° Hose Tail,75.55,6FFORX90S-6GS,77,GS-FFORX90,,,,,11/16–16,8-Mar,23.1,42.2,,14,6/6/2001,,,,,,,,
,13/16 ORFS Female X 1/2 90° Hose Tail,73.18,8FFORX90-083-8GS,8,GS-FFORX90,,,,,13/16–16,2-Jan,83.1,48.5,,14,8/8/2004,,,,,,,,
,13/16 ORFS Female X 3/8 90° Hose Tail,81.84,8FFORX90M-6GS,0,GS-FFORX90,,,,,13/16–16,8-Mar,40.9,49.3,,14,8/6/2002,,,,,,,,
,13/16 ORFS Female X 1/2 90° Hose Tail,118.17,8FFORX90M-8GS,63,GS-FFORX90,,,,,13/16–16,2-Jan,40.9,48.5,,14,8/8/2002,,,,,,,,
,13/16 ORFS Female X 1/2 90° Hose Tail,65.63,8FFORX90S-8GS,4,GS-FFORX90,,,,,13/16–16,2-Jan,29,48.5,,14,8/8/2001,,,,,,,,
GS-FJX,,,,,,,,Female JIC 37° Flare Swivel,,JIC F,Hose ID,,Cut Off Factor mm,,,10920,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312541_1709547657_1709546709_GS-FJX.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , JIC GlobalSpiral Two Piece Tails,,
,7/8 JIC Female X 5/8 Straight Hose Tail,39.41,10FJX-10GS,175,GS-FJX,,,,,7/8–14,8-May,,43.2,,14,10-Oct,,,,,,,,
,7/8 JIC Female X 3/4 Straight Hose Tail,POA,10FJX-12GS,0,GS-FJX,,,,,7/8–14,4-Mar,,47.5,,0,12-Oct,,,,,,,,
,7/8 JIC Female X 1/2 Straight Hose Tail,23.23,10FJX-8GS,121,GS-FJX,,,,,7/8–14,2-Jan,,38.4,,14,8-Oct,,,,,,,,
,1 1/16 JIC Female X 5/8 Straight Hose Tail,88.72,12FJX-10GS,18,GS-FJX,,,,,1 1/16–12,8-May,,44.7,,14,10-Dec,,,,,,,,
,1 1/16 JIC Female X 3/4 Straight Hose Tail,32.47,12FJX-12GS,146,GS-FJX,,,,,1 1/16–12,4-Mar,,47.2,,14,12-Dec,,,,,,,,
,1 1/16 JIC Female X 1 Straight Hose Tail,130.02,12FJX-16GS,10,GS-FJX,,,,,1 1/16–12,1,,50.8,,14,16-Dec,,,,,,,,
,1 1/16 JIC Female X 1/2 Straight Hose Tail,31.71,12FJX-8GS,8,GS-FJX,,,,,1 1/16–12,2-Jan,,39.6,,14,8-Dec,,,,,,,,
,1 3/16 JIC Female X 3/4 Straight Hose Tail,POA,14FJX-12GS,0,GS-FJX,,,,,1 3/16–12,4-Mar,,52.3,,0,14 - 12,,,,,,,,
,1 3/16 JIC Female X 1 Straight Hose Tail,POA,14FJX-16GS,0,GS-FJX,,,,,1 3/16–12,1,,51.1,,0,14 - 16,,,,,,,,
,1 5/16 JIC Female X 3/4 Straight Hose Tail,36.08,16FJX-12GS,9,GS-FJX,,,,,1 5/16–12,4-Mar,,51.1,,14,16 - 12,,,,,,,,
,1 5/16 JIC Female X 1 Straight Hose Tail,46.82,16FJX-16GS,-2,GS-FJX,,,,,1 5/16–12,1,,52.6,,14,16 - 16,,,,,,,,
,1 5/16 JIC Female X 1 1/4 Straight Hose Tail,POA,16FJX-20GS,0,GS-FJX,,,,,1 5/16–12,1 1/4,,57.9,,0,16 - 20,,,,,,,,
,1 5/8 JIC Female X 1 Straight Hose Tail,66.32,20FJX-16GS,10,GS-FJX,,,,,1 5/8–12,1,,58.7,,14,20 - 16,,,,,,,,
,1 5/8 JIC Female X 1 1/4 Straight Hose Tail,73.9,20FJX-20GS,22,GS-FJX,,,,,1 5/8–12,1 1/4,,65,,14,20 - 20,,,,,,,,
